CMUN,POP21
40100,292
40101,1502
40103,171
40104,397
40105,46
40106,188
40107,102
40108,106
40109,70
40110,335
40111,55
40112,4186
40113,521
40115,125
40903,103
40118,52
40119,230
40120,244
40121,277
40122,714
40124,259
40123,183
40125,80
40126,59
40127,35
40128,129
40129,174
40130,141
40131,60
40132,47
40134,851
40135,315
40136,141
40138,2748
40139,299
40140,94
40141,1048
40142,52
40143,92
40144,22
40145,1304
40904,367
40146,366
40148,260
40149,519
40150,66
40151,46
40901,580
40152,957
40154,21
40155,5597
40156,342
40157,52
40158,15
40159,175
40160,100
40162,508
40163,43
40164,202
40181,5237
40165,73
40166,308
40168,26
40170,2135
40171,45
40172,34
40173,201
40174,373
40176,448
40177,147
40178,88
40906,3102
40182,243
40183,138
40184,278
40179,980
40180,306
40185,926
40186,40
40188,85
40189,535
40190,59
40191,259
40192,141
40193,264
40194,51258
40195,987
40196,32
40198,29
40199,137
40200,47
40201,45
40206,197
40202,50
40203,1389
40204,174
40205,261
40207,1072
40208,998
40210,104
40211,70
40212,28
40213,96
40218,79
40219,718
40220,73
40221,53
40214,230
40215,79
40216,1112
40222,216
40223,313
40224,17
40225,1491
40228,560
40229,31
40230,103
40231,126
40233,512
40234,421
41001,2022
41002,1716
41003,3221
41004,75546
41005,12264
41006,3348
41007,16484
41008,1253
41009,1331
41010,6287
41011,19497
41012,4614
41013,6060
41014,3099
41015,7322
41016,11099
41017,22390
41018,12581
41019,6902
41020,16335
41021,27490
41022,5228
41023,10755
41901,3347
41024,29123
41025,2587
41026,5384
41027,5059
41028,2860
41029,17366
41030,633
41031,1512
41032,4752
41033,5864
41034,30774
41035,1241
41036,4699
41037,3985
41903,8667
41038,136250
41039,39838
41040,16048
41041,12459
41042,7160
41043,812
41044,10295
41045,7740
41046,3709
41047,13529
41048,2588
41049,13054
41050,6504
41051,3129
41902,5826
41052,3856
41053,27616
41054,875
41055,18578
41056,4587
41057,300
41058,23893
41059,46895
41060,19317
41061,2618
41062,2663
41063,3563
41064,7014
41065,27582
41066,1538
41067,9452
41068,17594
41069,38678
41904,2340
41070,9020
41071,6850
41072,5147
41073,2038
41074,3648
41075,13856
41076,2604
41077,10896
41078,2999
41079,11873
41080,1513
41081,39204
41082,4223
41083,1431
41084,3376
41085,5646
41086,22088
41088,608
41087,14026
41089,8491
41090,4247
41091,684234
41092,9508
41093,25370
41094,9086
41095,51145
41096,7894
41097,4531
41100,1076
41098,6673
41099,4892
41101,7811
41102,19251
42001,273
42003,55
42004,3006
42006,196
42007,116
42008,51
42009,86
42010,29
42011,17
42012,32
42013,33
42014,56
42015,26
42016,22
42017,188
42018,124
42019,640
42020,5411
42021,65
42022,233
42023,54
42024,84
42025,1477
42026,47
42027,73
42028,91
42029,127
42030,108
42031,21
42032,135
42033,61
42034,38
42035,872
42036,41
42037,29
42038,33
42039,242
42041,29
42042,72
42043,5034
42044,48
42045,346
42046,49
42048,57
42049,100
42050,32
42051,15
42052,14
42053,18
42054,17
42055,156
42056,35
42058,104
42057,153
42059,21
42060,30
42061,302
42062,20
42063,47
42064,76
42065,20
42068,72
42069,1621
42070,27
42071,179
42073,67
42075,79
42076,211
42078,1066
42079,20
42080,158
42081,147
42082,9
42083,20
42084,20
42085,160
42086,32
42087,66
42088,64
42089,63
42090,82
42092,54
42093,42
42094,750
42095,2844
42096,294
42097,21
42098,9
42100,28
42103,694
42105,47
42106,12
42107,68
42108,9
42110,64
42111,266
42113,664
42115,83
42116,43
42117,158
42118,17
42119,179
42120,148
42121,51
42123,191
42124,54
42125,82
42127,33
42128,48
42129,755
42130,51
42131,58
42132,160
42134,3668
42135,67
42139,20
42140,14
42141,112
42142,53
42144,496
42145,141
42148,8
42149,465
42151,41
42152,71
42153,15
42154,111
42155,160
42156,31
42157,11
42158,125
42159,41
42160,260
42161,147
42162,2948
42163,59
42164,2042
42165,655
42166,62
42167,265
42168,87
42171,130
42172,31
42173,39695
42174,178
42175,25
42176,24
42177,60
42178,107
42181,420
42182,46
42183,92
42184,51
42185,26
42187,61
42188,43
42189,63
42190,86
42191,204
42192,38
42193,12
42194,148
42195,96
42196,6
42197,67
42198,22
42200,72
42201,28
42202,19
42204,54
42205,72
42206,8
42207,50
42208,26
42209,154
42211,81
42212,66
42213,24
42215,837
42216,26
42217,37
42218,113
42219,47
43001,960
43002,2504
43003,515
43004,9579
43005,5185
43904,4160
43006,911
43007,912
43008,376
43009,1843
43010,478
43011,1322
43012,5512
43013,7131
43906,3444
43014,21317
43016,5625
43015,126
43017,126
43018,441
43019,1611
43020,3280
43021,472
43022,1879
43023,281
43024,2303
43025,741
43026,1129
43027,218
43028,3830
43029,398
43030,727
43031,2104
43032,566
43033,1094
43034,695
43035,312
43036,1230
43037,28463
43903,3220
43038,35064
43907,5933
43039,125
43040,394
43041,226
43042,2873
43043,4740
43045,167
43046,106
43047,6724
43048,981
43049,965
43050,3912
43051,14081
43901,11539
43053,234
43054,3717
43055,2724
43056,917
43057,41
43058,117
43059,336
43060,3451
43061,48
43062,391
43063,723
43064,3098
43065,535
43066,198
43067,787
43068,614
43069,237
43070,276
43071,1138
43072,111
43073,92
43074,2381
43076,612
43075,104
43077,572
43078,1109
43079,508
43080,283
43081,826
43082,499
43083,191
43084,685
43085,298
43086,7433
43088,2985
43089,397
43090,1730
43091,169
43092,12689
43093,5585
43094,3120
43095,3732
43096,163
43097,616
43098,516
43100,4872
43099,334
43101,167
43102,563
43103,1275
43104,2846
43105,218
43106,998
43107,498
43108,2340
43109,4025
43110,341
43111,2999
43112,328
43113,493
43141,138
43114,428
43115,164
43116,602
43117,186
43118,680
43119,1196
43120,544
43121,846
43122,155
43123,106084
43124,575
43125,1117
43126,1737
43127,1194
43128,1225
43129,6617
43130,230
43131,7127
43132,507
43133,8159
43134,402
43135,544
43905,28512
43136,14931
43137,2666
43902,3552
43138,3762
43139,2702
43140,3450
43142,1549
43143,53
43144,1728
43145,5694
43146,42
43044,5530
43147,640
43148,135436
43149,900
43150,1639
43151,128
43152,598
43153,17057
43154,141
43155,33572
43156,6317
43157,400
43158,91
43159,77
43160,1793
43161,24553
43162,6645
43163,38891
43164,458
43165,705
43175,630
43166,2385
43168,108
43167,582
43169,536
43170,1299
43171,22522
43172,445
43173,131
43174,208
43176,880
43177,427
43178,2193
43052,1159
44001,76
44002,57
44003,17
44004,547
44005,76
44006,235
44007,184
44008,1977
44009,990
44010,294
44011,46
44012,352
44013,16029
44014,3293
44016,483
44017,333
44021,128
44022,577
44023,22
44018,14
44019,65
44020,20
44024,32
44025,7327
44026,112
44027,221
44028,199
44029,685
44031,100
44032,18
44033,278
44034,149
44035,113
44036,31
44037,544
44039,224
44038,123
44040,237
44041,63
44042,132
44043,85
44044,116
44045,424
44046,52
44047,207
44048,68
44049,982
44050,4473
44051,3753
44052,78
44053,140
44054,116
44055,82
44056,634
44059,734
44060,34
44061,101
44062,37
44063,105
44064,69
44065,52
44066,95
44070,56
44071,687
44067,120
44068,789
44074,609
44075,374
44076,2578
44077,84
44080,317
44082,108
44084,63
44085,55
44086,555
44087,87
44088,42
44089,52
44090,82
44092,74
44093,118
44094,137
44096,178
44097,141
44099,782
44100,209
44101,74
44102,29
44103,155
44105,81
44106,200
44107,271
44108,457
44109,105
44110,40
44111,92
44112,433
44113,154
44114,293
44115,163
44116,98
44117,378
44118,201
44119,138
44120,253
44121,79
44122,1771
44123,110
44124,91
44125,73
44126,407
44127,61
44128,60
44129,45
44130,34
44131,36
44132,66
44133,25
44135,104
44136,54
44137,226
44141,172
44138,122
44142,31
44143,527
44144,372
44145,1271
44146,257
44147,503
44148,87
44149,111
44150,38
44151,238
44152,71
44153,2522
44154,318
44155,1237
44156,51
44157,57
44158,1539
44159,53
44160,531
44161,571
44163,142
44164,28
44165,207
44167,32
44168,218
44169,330
44171,264
44172,340
44173,118
44174,454
44175,130
44176,168
44177,119
44178,56
44179,450
44180,85
44181,85
44182,251
44183,69
44184,48
44185,112
44187,230
44189,47
44190,62
44191,909
44192,445
44193,125
44194,144
44195,92
44196,128
44197,61
44198,212
44199,42
44200,37
44201,632
44203,11
44204,25
44205,731
44206,138
44207,137
44208,30
44209,1066
44210,1194
44211,38
44212,44
44213,80
44215,181
44216,35994
44217,36
44218,25
44219,201
44220,162
44223,93
44224,25
44225,122
44227,82
44221,450
44222,122
44226,142
44228,108
44229,171
44230,180
44231,38
44232,470
44234,67
44235,105
44236,65
44237,435
44238,3003
44239,24
44240,184
44241,589
44243,29
44244,82
44245,293
44246,2457
44247,342
44249,39
44250,21
44251,302
44252,88
44256,42
44257,163
44258,66
44260,169
44261,846
44262,175
44263,548
44264,325
44265,215
44266,124
44267,75
44268,31
45001,2236
45002,3757
45003,708
45004,678
45005,274
45006,1644
45007,843
45008,179
45009,495
45010,413
45011,327
45012,843
45013,2318
45014,5202
45015,964
45016,6621
45017,303
45018,940
45019,10611
45020,1543
45021,3981
45022,419
45023,3390
45024,1316
45025,1955
45026,301
45027,330
45028,4641
45029,214
45030,513
45031,4243
45032,588
45033,356
45034,1726
45035,380
45036,780
45037,1817
45038,5022
45039,278
45040,1791
45041,6177
45042,182
45043,918
45045,1854
45046,3204
45047,4025
45048,418
45049,504
45056,4335
45057,253
45050,616
45051,2412
45052,4377
45053,9942
45054,5068
45055,1277
45058,325
45059,2263
45060,191
45061,3441
45062,1397
45063,435
45064,5747
45065,205
45066,11785
45067,3015
45068,206
45069,2395
45070,1806
45071,2226
45072,742
45073,306
45074,411
45075,137
45076,806
45077,773
45078,1683
45079,461
45080,3
45081,30229
45082,1331
45083,810
45084,2574
45085,2527
45086,591
45087,10230
45088,3894
45089,1709
45090,376
45091,451
45092,263
45093,154
45094,413
45095,823
45096,1258
45097,1293
45098,2544
45099,5662
45100,206
45101,4809
45102,5009
45103,399
45104,522
45105,389
45106,9781
45107,4954
45108,521
45109,3600
45110,1925
45111,56
45112,2202
45113,2011
45114,611
45115,3721
45116,879
45117,877
45118,3179
45119,5170
45120,137
45121,13023
45122,8225
45123,4743
45124,2625
45125,2626
45126,310
45127,1081
45128,3408
45129,110
45130,325
45131,345
45132,3060
45133,3908
45134,2223
45135,5041
45136,7841
45137,2169
45138,1190
45139,145
45140,1484
45141,977
45142,11129
45143,1633
45144,956
45145,4536
45146,97
45147,768
45148,260
45149,568
45150,427
45151,725
45152,610
45153,1723
45154,1969
45155,346
45156,4085
45157,3554
45158,3391
45901,1094
45159,97
45160,1346
45161,27466
45162,640
45163,11070
45164,191
45165,83477
45166,1967
45167,1699
45168,85449
45169,188
45171,1693
45170,212
45172,696
45173,13583
45174,346
45175,736
45176,5626
45177,2420
45179,547
45180,4430
45181,2905
45182,1084
45183,3684
45184,233
45186,3576
45185,9434
45187,4866
45188,4034
45189,997
45190,513
45191,613
45192,3130
45193,694
45194,73
45195,2508
45196,1858
45197,2593
45198,2570
45199,5255
45200,5796
45201,5779
45202,5302
45203,4344
45204,789
45205,10813
46001,1027
46002,1772
46004,2369
46042,4592
46043,160
46005,29649
46006,5975
46007,16646
46008,3368
46009,4110
46010,1324
46011,10571
46012,1283
46013,24904
46014,4189
46016,1402
46015,10266
46018,610
46020,5144
46019,12193
46021,32313
46022,21415
46024,590
46025,3301
46026,1564
46027,1206
46023,467
46028,499
46029,27305
46030,1079
46031,13942
46032,7433
46033,264
46034,2528
46035,8984
46036,659
46037,1481
46017,44865
46038,315
46039,2627
46040,1127
46041,374
46003,1139
46044,5215
46046,1354
46045,1604
46047,654
46048,4632
46049,311
46050,184
46051,11369
46052,653
46053,639
46054,15430
46055,1780
46056,207
46057,587
46904,1095
46060,11967
46059,1542
46058,2268
46061,463
46062,5742
46063,2253
46064,653
46065,2024
46066,1547
46067,2334
46068,441
46069,183
46070,25423
46071,527
46072,4101
46073,1336
46074,3780
46075,163
46076,728
46077,9438
46078,38712
46079,368
46080,1204
46081,13257
46082,6812
46083,20494
46084,1822
46085,15851
46086,102
46087,132
46088,164
46089,2881
46257,6996
46090,2316
46091,139
46092,299
46093,2846
46094,28509
46095,701
46096,345
46107,2437
46106,1583
46108,490
46109,8871
46111,15769
46112,700
46097,1122
46098,3088
46099,758
46100,326
46105,22708
46113,3277
46114,670
46115,312
46116,18302
46117,698
46118,4779
46119,912
46120,1491
46121,114
46122,3563
46123,2563
46126,7502
46128,2025
46127,3793
46124,959
46125,1011
46129,694
46131,75970
46902,419
46130,1035
46132,2785
46133,541
46134,3501
46135,13027
46136,3714
46137,281
46138,459
46139,5938
46140,547
46141,524
46142,795
46144,772
46154,1056
46155,1169
46147,23648
46152,124
46153,557
46151,912
46156,2651
46157,3687
46150,2315
46148,2027
46149,531
46158,1338
46159,31287
46160,2452
46161,1894
46162,1632
46163,2574
46164,16132
46165,9845
46166,10926
46167,341
46168,2740
46169,44320
46170,4326
46171,21875
46173,1630
46174,1149
46175,588
46176,3069
46172,8655
46177,6618
46178,7301
46179,3004
46180,853
46181,25119
46183,8404
46182,2028
46184,35946
46185,428
46186,26401
46187,1660
46188,1024
46189,562
46190,71361
46191,2852
46192,1012
46193,11692
46194,21487
46195,2742
46196,161
46199,8205
46202,25275
46200,2483
46203,4440
46197,2495
46198,1065
46205,19975
46201,60
46204,8737
46101,1050
46102,25035
46103,1640
46104,2146
46206,669
46207,9351
46208,1365
46209,2358
46210,449
46212,2250
46211,2551
46213,20235
46214,22799
46215,1780
46216,7445
46217,1146
46218,1271
46219,180
46220,67043
46221,414
46903,9501
46222,519
46223,10344
46224,177
46225,377
46226,26
46227,1132
46228,3326
46229,1183
46230,19211
46231,3286
46232,1109
46233,4911
46234,387
46235,27617
46236,1072
46237,9205
46238,17162
46239,618
46240,276
46241,470
46242,403
46243,135
46244,84025
46245,672
46246,1284
46247,1164
46248,6910
46249,11478
46250,789744
46251,3092
46252,136
46253,152
46254,1194
46255,4453
46256,10097
46258,3578
46259,585
46260,3451
46145,29459
46143,5771
46146,2256
46110,30208
46261,2112
46262,230
46263,364
47001,52
47002,17
47003,257
47004,1380
47005,632
47006,217
47007,5789
47008,23
47009,100
47010,20716
47011,564
47012,98
47013,86
47014,47
47015,218
47016,68
47017,195
47018,38
47019,102
47020,292
47021,80
47022,69
47023,4219
47024,277
47025,106
47026,63
47027,3747
47028,41
47029,63
47030,1047
47031,219
47032,153
47033,241
47034,78
47035,965
47036,235
47037,170
47038,103
47039,162
47040,54
47041,151
47042,53
47043,314
47044,379
47045,825
47046,148
47047,196
47048,209
47049,83
47050,5299
47051,375
47052,9109
47053,142
47054,637
47055,203
47056,109
47057,352
47058,208
47059,118
47060,221
47061,269
47062,166
47063,103
47064,36
47065,848
47066,1996
47067,148
47068,34
47069,111
47070,27
47071,512
47073,119
47074,174
47075,6298
47076,22633
47077,242
47079,59
47078,178
47080,49
47081,43
47082,1039
47083,94
47084,1471
47086,4550
47085,20271
47087,433
47088,120
47089,153
47090,3311
47091,79
47092,103
47093,852
47094,150
47095,47
47096,141
47097,349
47098,642
47099,156
47100,117
47101,1968
47102,276
47103,313
47104,3574
47105,185
47106,53
47109,174
47110,482
47111,1122
47112,3334
47113,155
47114,5068
47115,330
47116,434
47117,318
47118,172
47119,92
47121,611
47122,2383
47123,537
47124,473
47125,45
47126,42
47127,160
47129,1031
47130,105
47128,57
47131,169
47132,49
47133,3875
47134,160
47135,89
47137,29
47138,215
47139,1204
47140,113
47141,110
47142,122
47143,110
47144,80
47145,658
47146,350
47147,108
47148,461
47149,48
47150,303
47151,24
47156,160
47152,71
47153,110
47154,181
47155,4604
47157,602
47158,1066
47159,1111
47160,427
47161,5315
47162,68
47163,285
47164,406
47165,8762
47169,66
47170,45
47166,270
47167,240
47168,36
47171,390
47172,168
47173,1149
47174,309
47175,8648
47176,216
47177,108
47178,191
47179,436
47180,52
47181,193
47182,1607
47183,138
47186,297775
47184,678
47185,88
47187,85
47188,96
47189,168
47190,115
47191,118
47192,98
47193,2160
47195,492
47196,26
47197,1044
47198,72
47199,81
47200,75
47203,61
47204,268
47205,462
47206,86
47207,282
47208,63
47209,35
47210,473
47211,46
47212,370
47213,109
47214,1526
47215,49
47216,123
47217,2828
47218,1227
47219,58
47220,178
47221,105
47222,89
47223,153
47224,102
47225,73
47226,162
47227,51
47228,518
47229,233
47194,348
47230,307
47231,6249
47232,118
49002,58
49003,1042
49004,117
49005,137
49006,135
49007,407
49008,423
49009,449
49010,429
49011,218
49012,72
49013,224
49014,120
49015,218
49016,234
49017,260
49018,287
49019,241
49020,263
49021,17523
49022,302
49023,1008
49024,692
49025,160
49026,207
49027,128
49028,98
49029,639
49030,81
49031,152
49032,289
49033,767
49034,428
49035,220
49036,491
49037,175
49038,103
49039,373
49040,116
49041,456
49042,220
49043,270
49044,73
49046,247
49047,112
49048,113
49050,552
49052,198
49053,1059
49054,934
49055,96
49056,304
49057,120
49058,314
49059,83
49061,147
49062,109
49063,332
49064,489
49065,1136
49066,494
49067,350
49068,441
49069,317
49071,744
49075,124
49076,362
49077,159
49078,142
49079,103
49080,667
49082,372
49081,1608
49083,44
49084,278
49085,960
49086,109
49087,464
49088,93
49090,204
49091,265
49092,117
49093,321
49094,214
49095,304
49096,149
49097,70
49098,208
49099,90
49100,306
49101,145
49102,177
49103,455
49104,298
49105,140
49107,117
49108,448
49109,627
49110,346
49112,125
49111,130
49113,164
49114,39
49115,176
49116,360
49117,443
49118,208
49119,239
49120,46
49121,407
49122,971
49123,559
49124,259
49126,283
49125,1740
49128,570
49129,940
49130,155
49127,3030
49131,232
49132,334
49133,310
49134,171
49135,607
49136,350
49137,176
49138,208
49139,151
49141,298
49143,225
49142,246
49145,199
49146,272
49147,274
49148,273
49149,381
49150,126
49151,647
49152,514
49153,163
49154,108
49155,97
49156,205
49157,183
49158,222
49160,39
49159,295
49162,156
49163,180
49164,155
49165,48
49166,1366
49167,186
49170,98
49168,104
49169,42
49171,640
49172,499
49173,343
49174,141
49175,257
49176,629
49177,250
49178,987
49179,392
49180,143
49181,342
49183,89
49184,169
49185,183
49186,238
49187,1362
49188,113
49189,197
49190,50
49191,285
49192,128
49193,437
49194,342
49208,350
49209,473
49197,157
49199,246
49200,1070
49201,290
49202,177
49203,289
49204,54
49205,369
49206,918
49207,235
49210,471
49214,751
49216,139
49219,8532
49220,138
49221,237
49222,414
49223,835
49224,186
49225,135
49226,248
49227,397
49228,57
49229,126
49230,78
49231,309
49232,92
49233,81
49234,416
49235,448
49236,83
49237,141
49238,228
49239,623
49240,189
49241,244
49242,475
49243,107
49244,48
49245,251
49246,223
49247,405
49248,227
49249,68
49250,1451
49251,161
49252,328
49255,384
49256,273
49257,360
49258,116
49259,78
49260,810
49263,44
49264,535
49261,1804
49262,403
49265,113
49266,77
49267,101
49268,387
49269,222
49270,160
49272,70
49271,179
49273,159
49275,60297
50001,89
50002,140
50003,135
50004,616
50005,234
50006,1067
50007,58
50008,7121
50009,112
50010,77
50011,140
50012,111
50013,245
50014,153
50015,79
50016,52
50017,2374
50018,1446
50019,62
50020,1002
50021,24
50022,555
50023,234
50024,771
50025,7983
50026,604
50027,252
50028,91
50029,671
50030,205
50031,140
50032,274
50033,76
50034,1068
50035,78
50036,97
50037,149
50038,1729
50039,544
50040,70
50041,16
50042,19
50043,297
50044,254
50045,1540
50046,194
50047,40
50048,35
50901,171
50050,90
50051,912
50052,87
50053,778
50054,51
50055,5037
50056,516
50057,1559
50058,64
50059,975
50060,233
50061,206
50062,2538
50063,69
50064,487
50065,49
50066,4334
50067,19870
50068,2921
50069,78
50070,64
50071,132
50072,182
50073,3370
50074,10183
50075,78
50076,82
50077,216
50078,248
50079,264
50080,37
50081,578
50092,503
50093,100
50082,93
50083,105
50084,68
50085,206
50086,237
50087,33
50088,335
50089,13773
50090,146
50091,42
50094,1914
50095,17036
50096,32
50098,186
50099,4368
50100,356
50101,1120
50102,1096
50104,378
50105,382
50106,134
50107,1239
50108,59
50109,115
50110,394
50111,200
50113,766
50114,142
50115,4600
50116,211
50117,128
50118,2555
50119,997
50120,49
50121,311
50122,83
50123,605
50124,496
50125,388
50126,2778
50128,33
50129,282
50130,413
50131,275
50132,1132
50133,114
50134,116
50135,92
50136,642
50138,47
50137,1132
50139,343
50140,190
50141,119
50142,25
50143,876
50144,36
50146,227
50147,987
50148,342
50149,40
50150,836
50151,709
50152,2062
50153,1133
50154,162
50155,95
50156,260
50160,2977
50157,371
50159,920
50161,104
50162,167
50163,6021
50902,92
50164,465
50165,2292
50166,265
50167,238
50168,28
50169,429
50170,389
50171,121
50172,193
50173,135
50174,89
50175,1077
50176,260
50177,338
50178,304
50179,262
50180,124
50181,1436
50182,6125
50183,360
50184,97
50185,187
50186,34
50187,62
50188,35
50189,998
50190,833
50191,502
50192,297
50193,880
50194,105
50195,58
50196,116
50197,107
50198,45
50199,395
50200,609
50201,567
50202,131
50203,1294
50204,3572
50205,96
50206,567
50207,93
50208,2390
50209,4184
50210,38
50211,309
50212,33
50213,100
50214,25
50215,17
50216,265
50217,534
50218,125
50219,6446
50220,49
50221,26
50222,1937
50223,1052
50224,65
50225,2922
50227,132
50228,313
50229,76
50241,686
50230,1294
50231,338
50232,210
50233,101
50234,276
50235,3415
50236,102
50237,134
50238,103
50239,64
50240,1122
50242,108
50243,338
50244,285
50245,79
50246,33
50247,1150
50248,574
50249,320
50250,64
50251,10494
50252,6777
50253,530
50254,190
50255,225
50256,74
50257,163
50258,59
50259,63
50260,35
50261,241
50262,1460
50263,204
50264,176
50265,82
50266,129
50267,634
50268,56
50269,447
50270,49
50271,271
50272,18856
50274,59
50273,29
50275,98
50276,135
50277,63
50278,203
50279,76
50280,314
50281,83
50283,90
50284,147
50285,848
50286,100
50287,291
50903,2768
50288,4725
50290,412
50289,57
50291,130
50292,272
50293,445
50294,89
50282,71
50295,51
50296,432
50297,675301
50298,8591
